DT,N00_00,N00_15,N00_30,N00_45,N01_00,N01_15,N01_30,N01_45,N02_00,N02_15,N02_30,N02_45,N03_00,N03_15,N03_30,N03_45,N04_00,N04_15,N04_30,N04_45,N05_00,N05_15,N05_30,N05_45,N06_00,N06_15,N06_30,N06_45,N07_00,N07_15,N07_30,N07_45,N08_00,N08_15,N08_30,N08_45,N09_00,N09_15,N09_30,N09_45,N10_00,N10_15,N10_30,N10_45,N11_00,N11_15,N11_30,N11_45,N12_00,N12_15,N12_30,N12_45,N13_00,N13_15,N13_30,N13_45,N14_00,N14_15,N14_30,N14_45,N15_00,N15_15,N15_30,N15_45,N16_00,N16_15,N16_30,N16_45,N17_00,N17_15,N17_30,N17_45,N18_00,N18_15,N18_30,N18_45,N19_00,N19_15,N19_30,N19_45,N20_00,N20_15,N20_30,N20_45,N21_00,N21_15,N21_30,N21_45,N22_00,N22_15,N22_30,N22_45,N23_00,N23_15,N23_30,N23_45
2014/8/4,9632.55,9601.78,9664.81,9440.11,9380.99,9364.17,9260.01,9212.01,9105.88,8960.23,8839.14,8950.55,8915.19,8870.22,8817.53,8804.12,8848.65,8801.58,8847.74,8851.43,8823.38,8896.25,8909.26,8914.53,9029.2,9197.74,9350.77,9676.6,9795.66,10017.4,10198.4,10369.4,10506.9,10771.3,11102.2,11379.5,11227.5,10942.6,11154,11288.5,11320.6,11493.5,11690.8,11836.3,11900.9,11985.6,11941.4,11755.9,11363.7,11176.8,10947.4,10763.7,10716.3,10741.4,10636.9,10819.8,10870.9,10913.2,10992.3,10945.1,11084.5,11207.3,11240.3,11203.9,11143.8,11279,11536.8,11801.6,12020.4,12256.7,12354.5,12372.8,11921,11449.9,11193.3,11069.6,10925,10887.8,10801.7,10831.1,10974.8,11251.3,11283.3,11181.2,11128.9,10974.8,10775.8,10737.8,10650.1,10351.2,10136.7,9918.94,9971.84,10317.6,10242.7,10169.2
2014/8/5,9842.26,9798.66,9703.91,9621.43,9403.67,9478.85,9399.75,9375.09,9273.38,9271.76,9197.47,9170.76,9204.3,9134.99,9183.9,9134.41,9058.04,8972.65,9014.05,8950.57,8920.17,9041.35,9002.94,9073.96,9205.06,9299,9338.3,9543.58,9788.96,10039.3,10199.9,10389.9,10551.2,10716.4,11036,11253.3,11099.4,11030.1,11187.7,11376.9,11564.1,11672.3,11773.7,11799.3,11941.4,12011.5,11871.5,11621.6,11246,11023.9,10774.9,10674.5,10610.8,10648.7,10661.2,10697.3,10803,10908.8,10911.1,11057.5,11092.8,10965.2,11063.5,11122.4,11009.1,11256.6,11471.4,11630.5,11859.3,12092.3,12153,12109.3,11912.9,11518.2,11308.6,11137.6,10951.1,10780.7,10752,10785.3,11021.7,11307.4,11370.4,11250.2,11111.6,10909.8,10811.7,10615.1,10544.2,10320.9,10050.7,10003.5,10029.2,10462.7,10322.6,10152
2014/8/6,9981.5,9905.75,9846.01,9744.39,9460.75,9414.44,9349.16,9259.71,9237.93,9198.65,9142.85,9165.55,9089.9,9146.64,9333.25,8976.48,9101.27,9036.08,9029.78,9033.42,9074.9,8988.14,9073.07,9112.21,9208.21,9355.73,9555.05,9742.77,10000.7,10205,10296.3,10474.3,10693.6,11044.3,11354,11503.8,11441.7,11503.1,11444.3,11618.4,11863.1,11933.8,12053.6,12169.3,12396.8,12514,12394.4,12163.4,11688.7,11408.1,11129.5,10924,10907.1,10875.6,10911,10972.2,10962.5,11032.2,11116,11166.2,11201.5,11223.1,11265.7,11316.9,11410.9,11502.5,11723,11867.2,12148.7,12258.9,12381.5,12403.7,12064.3,11663,11481.5,11367.7,11218.4,11038.2,10939.4,10991.2,11212,11580.3,11675.8,11575.8,11430.7,11296.3,11186.2,11041.7,11019.5,10677.7,10454.3,10289.5,10316,10627.6,10588.3,10513.3
2014/8/7,10359.5,10238.5,10205.5,10029.2,9870.9,9876.34,9799.33,9781.58,9656.51,9694.1,9667.17,9556.19,9458.18,9430.16,9361.7,9360.91,9213.62,9325.39,9280.01,9251.5,9278.5,9239.56,9230.87,9377.36,9381.56,9452.26,9621.85,9870.96,9951.68,10309.4,10536.8,10617.4,10818.4,11172.4,11505.6,11665,11540.7,11562,11729.5,11767.9,11935.4,12079.7,12231.8,12355.8,12323.4,12383.6,12281.8,12058.7,11598.7,11328.7,11136.1,10862,10896.3,10864.7,10925.3,10984,10981.2,11009.1,11082,11257.3,11179.1,11209.3,11293.7,11333.4,11418.5,11563.8,11793.4,11997.4,12184.2,12446.1,12666.1,12635.2,12364.6,11936.6,11710.4,11557.3,11409.7,11186.4,11063.9,11171.6,11301.6,11671.2,11666,11612.5,11551.6,11509.1,11265.9,11092.3,10868.4,10711.8,10464.8,10386.6,10361.9,10768.9,10668.1,10507.3
2014/8/8,10247.5,10034.5,10041.2,10000.5,9868.91,9734.98,9707.2,9635.39,9572.11,9573.91,9466.44,9440.05,9359.18,9373.3,9273.01,9294.79,9260.43,9244.99,9274.26,9298.09,9226.91,9270.01,9319.63,9332.4,9295.16,9442,9687.36,9946.71,10123.5,10414.1,10534.2,10639.5,10760.9,10996.1,11339.1,11537.5,11538.7,11382.4,11559.6,11718.6,11846.6,11957.3,12027.7,12143.2,12232.4,12231.8,12183.7,11966.4,11518.3,11360.8,11107.1,10906.1,10846.5,10845,11000.1,11081.5,11128.2,11129.4,11150.6,11190.9,11122.7,11191.3,11266.9,11307.9,11283.8,11424.7,11691.3,11801.4,12021.3,12271.7,12449.2,12365,12095,11686.9,11492.7,11259.4,11043,10878.7,10809.2,10886.4,11036.3,11331.1,11498.6,11412.8,11363.8,11266.9,11181.1,10953.4,10876.5,10635,10370.4,10228.3,10326.6,10552.1,10525.6,10297.3
2014/8/9,10045.7,9936.52,9905.19,9765.34,9573.05,9454.74,9314.72,9427.2,9312.76,9253.49,9129.61,9147.47,9177.75,9063,9023.56,8983.09,9036.26,9023.37,9003.33,8971.23,9051.54,8995.01,9011.21,9016.87,9086.64,9198.68,9330.26,9534.26,9722.29,9953.53,10219.6,10342.8,10458.6,10694.5,10984.4,11249.1,11321,11268.4,11352.3,11480.9,11679.4,11764.2,11786.7,12009.2,12108.6,12198.2,12094.1,11867.1,11450.3,11305.9,11091.6,10958.1,10806.4,10897.2,10927.4,11004.4,11015.6,10917.1,11145.5,11221.7,11241.5,11349.4,11424,11610,11665.9,11882.1,12106,12342,12435.2,12626.5,12707.8,12583.7,12223.6,11929,11532,11311.7,11183.6,11067.6,11086.6,11115.8,11313.8,11486.3,11558.3,11501.8,11443.6,11259.4,11019.4,10979.5,10791.2,10595.8,10349.1,10168.8,10179.6,10433.1,10328.8,10152.4
2014/8/10,9921.28,9857.27,9773.11,9679.8,9629.58,9541.75,9347.33,9382.65,9294.88,9225.99,9196.27,9126.05,9136.81,9138.96,9173.75,9164.62,9141.21,9067.78,9099.84,9103.48,9026.41,9109.06,9117.79,9135.97,9256.71,9276.63,9529.47,9614.05,9779.13,9928.06,10210.9,10361.7,10505.9,10872.3,11258.3,11401.1,11321.9,11284.4,11423.7,11641,11665.5,11813.2,11813,11993.1,12038.1,12020.5,12010.7,11777.5,11427,11026.6,10826.7,10747.4,10693.7,10673.3,10764.5,10877.6,10959.6,10949.2,11005.4,11067.2,11052.9,11116.4,11129.8,11288.8,11177.6,11555.8,11593.1,11857.3,12184.7,12373.6,12459.2,12442.5,12093.7,11832.1,11618.7,11388.2,11221.4,11074.5,11031.5,11150.5,11335.4,11610.9,11670.9,11589.9,11414.6,11359,11194.3,10990.2,10802.4,10673.4,10449,10378.5,10268.8,10574.9,10432.3,10240.8
2014/8/11,9935.55,9909.36,9878.81,9743.98,9566.37,9458.17,9384.42,9439.86,9347.24,9265.73,9340.58,9176.74,9052.59,9094.01,9039.33,9057.26,8988.99,8921.37,8951.02,9008.32,8993.51,9040.35,9092.97,9186.23,9226.51,9337.81,9425.41,9605.15,9851.1,10016,10217.1,10649.8,10673.3,11154.4,11537.6,11805.3,11689.3,11592.6,11742.7,11922.2,12039.6,12032.5,12286.8,12346.1,12364,12394.7,12447.1,12266.8,11792.8,11587.6,11439.8,11198.8,11077.4,11117.4,11258.2,11271.7,11340.4,11445.3,11422.8,11571,11491.3,11512.5,11531.5,11508.4,11561.3,11721.7,12012.9,12254.6,12425.9,12723,12914.9,12811.4,12373.9,12000.7,11818.4,11690.8,11532.3,11412.3,11426.1,11569.4,11502.3,11729.2,11720.5,11580.3,11507.7,11303.6,10931.5,10799.6,10820.2,10597.3,10301.9,10095.8,10104.8,10367.1,10395.7,10221.2
2014/8/12,9910.57,9850.39,9667.6,9653.77,9535.76,9471.9,9338.89,9450.36,9256.12,9341.58,9303.75,9231.75,9199.79,9227.36,9221.11,9178.28,9207.02,9191.84,9222.56,9109.27,9151.94,9140.68,9228.37,9231.81,9238.06,9294.12,9448.11,9744.04,9871.12,10060.2,10303.5,10449.3,10526.6,10916.1,11261.7,11569.5,11549.4,11475.5,11620.8,11820,11824.6,11966.5,12080.2,12084.3,12227.3,12248,12204.4,11995.8,11651,11397.9,11184.8,10983,10936.4,10945.2,10909.1,10876.7,10852.5,10942.2,10937.3,11024.5,11112.4,11162.3,11186.4,11295.2,11226.4,11397.4,11738,12071.2,12262.2,12536,12602.9,12456.4,12256.5,11925.1,11688.3,11539.4,11292.3,11253.4,11092.4,11198.2,11277.8,11378,11387.9,11218.4,11087.7,10966.8,10889,10695.5,10552.6,10264.3,10068.1,9885.72,9858.93,10177.8,10134.9,9929.27
2014/8/13,9722.73,9675.75,9589.05,9532.04,9489.85,9402.69,9382.79,9321.81,9218.27,9177.35,9112.07,9066.5,8971.25,8937.71,8901.47,8825.76,8800.6,8845.09,8754.22,8790.33,8811.64,8822.02,8796.88,8853.19,8903.77,9049.05,9060.77,9356.03,9544.39,9867.49,10080.8,10187.3,10285.5,10691.5,10887.2,11166.5,11078.8,11067.2,11279.3,11421.5,11412.5,11578.1,11566.5,11632.5,11634.5,11795.6,11666.5,11352.4,11004,10834.3,10579.1,10339.8,10343.8,10327.1,10188.9,10355.3,10248.8,10369.6,10429.4,10423.9,10562,10577.2,10464.4,10575.9,10600.6,10819.8,10976.2,11245.2,11455.6,11552.8,11938.4,11933,11749.6,11278.4,11138.1,11034.9,10837.3,10701.4,10660.5,10716.2,10938.9,11062,11073.2,10851.6,10806.6,10742.5,10499.2,10238.6,10257.7,10062.9,9871.45,9644.95,9680.59,10074.4,9937.54,9731.46
2014/8/14,9562.41,9467.45,9401.07,9343.07,9266.36,9149.13,9072.81,9118.16,9034.36,8970.08,8872.87,8840.93,8806.2,8891.12,8722.72,8739.51,8642.45,8704.98,8693.6,8646.7,8685.99,8703.17,8780.29,8859.78,8968.34,9109.47,9131.28,9386.19,9557.11,9883.11,10150.6,10293.8,10536.2,10891.1,11166,11391.8,11289.5,11248,11365.2,11445.2,11467.2,11699.1,11734.2,11877.7,11941.4,11989.1,12004,11840.7,11385.5,11041.5,10868,10605.6,10531.9,10486.7,10566.8,10604.9,10478.1,10617.2,10662.4,10775,10791,10839.6,10902.6,10882,11066.2,11157.5,11424.6,11677.4,11862.7,12114.8,12340.8,12417.4,12016.6,11715.3,11458.6,11205.5,11091,10893.7,10939.7,11013.3,11101.6,11426.4,11392.2,11156.4,11090.2,11044.1,10831.1,10681.7,10444.7,10272.8,10032.8,9974.9,9941.39,10584.6,10042.2,9904.83
2014/8/15,9697.61,9676.34,9605.97,9547.53,9349.99,9278.63,9193.52,9141.87,9105.67,9005.8,8915.6,8931.45,8947.18,8877.27,8818.5,8775.65,8772.42,8858.7,8745.72,8743.48,8786.16,8819.8,8881.22,8875.61,9045.99,9227.04,9329.21,9518.48,9822.1,10101,10339.5,10504.7,10733.9,10904.2,11309.1,11613.1,11432,11295.5,11463.8,11598.3,11769.6,11756.5,11963,12111,12216.1,12343.7,12167.6,11899.8,11513.7,11272.2,10999.8,10856.2,10823.1,10839.3,10881.8,10941.3,10974.6,10947.3,11023.9,11179.2,11268.1,11260.3,11255.8,11359.8,11512,11505.4,11867.7,12102,12324,12553.2,12694.7,12627.7,12230.8,11894.2,11671.2,11462.6,11276.3,11195.4,11197.9,11203.7,11376.7,11580,11593.1,11435.4,11286.3,11218,11006.7,10787.4,10659.3,10375.2,10107.2,9917.4,10059.9,10374.9,10345.4,10086.7
2014/8/16,9967.14,9857.52,9723.12,9611.7,9520.5,9301.97,9308.54,9156.04,9111.05,9067.12,8953.01,8938.89,8904.53,8822.45,8887.01,8818.42,8794.39,8691.72,8761.51,8725.82,8778.84,8839.03,8865.11,8893.29,8962.28,9103.35,9196.17,9402.74,9557.46,9836.65,10049.2,10277.8,10439.3,10761.4,11040.1,11430.2,11381.2,11407.3,11505.1,11597.5,11724.8,11832.5,11951.7,12077.9,12134.1,12223.6,12166,11860.3,11483.1,11187.2,10918.2,10666.4,10607.1,10561.1,10624.7,10711,10726.2,10804.5,10813.5,10881.9,10910,10974.2,10898.1,11014.2,10915.3,10991.6,11304,11605.7,11835.7,12002.6,12176.4,12148.5,11835.2,11600.3,11410.7,11221.7,10986,10920.3,10829,11102.8,11268.7,11407.2,11375.6,11239.9,11129,11082.1,10907.6,10816.3,10601.7,10428.5,10217.6,9945.36,10058.5,10353.5,10311.8,10095
2014/8/17,9665.02,9658.98,9486.55,9510.06,9368.11,9220.96,9274.54,9214.95,9185.18,9065.37,8975.79,9047.35,9018.06,8773.92,8745.5,8673.56,8635.82,8584.73,8655.34,8697.43,8735.23,8730.13,8703.44,8733.1,8825.67,8959.98,8993.45,9298.53,9485.66,9696.13,9932.59,10089.5,10207.5,10424.3,10805.8,11025.9,10928.1,10996.7,11132.5,11274.8,11346.6,11490.3,11485.6,11640.9,11816.1,11880.4,11829.5,11607,11172.4,10902,10726.7,10532.2,10517.1,10521.5,10661.7,10733.1,10639.7,10621.5,10628.6,10701.3,10745.3,10814.5,10914.5,11064,10969.8,11180.1,11386.4,11583.4,11746.1,11964.9,11986.9,11969.5,11662.7,11321.4,11136.5,10879.1,10775.6,10767.1,10727.5,10962.1,11192.6,11388.8,11363.8,11240.9,11143.1,10981.1,10893.6,10709.5,10508,10291.4,10139.9,9956,9830.25,10284.2,10159.4,9892.94
2014/8/18,9796.77,9650.93,9551.42,9508.89,9439.61,9279.01,9227.06,9108.12,9102.6,9062.01,9098.33,8939.83,8995.65,8933.06,8852.89,8914.17,8918.88,8780.57,8742.06,8802.48,8683.42,8859.79,8927.37,8915.36,9015.4,9130.16,9224.13,9611.3,9756.47,9968.06,10271.9,10359,10541.1,10783.2,10898,11210.8,11271.8,11281.2,11443,11561.7,11799.7,11790.5,11898.3,12022.8,12068.4,12188.7,12220.2,12054.2,11488.8,11237.2,10928.3,10777.9,10708.9,10640.1,10754.1,10732.9,10859.7,10956.8,11057.5,10939.9,11030.9,11102,11087.9,11153,11170.4,11315,11664.6,11803.8,12055.7,12261.4,12442.9,12484.9,12249.4,11809.3,11577.2,11345.2,11226.9,11000.7,10970.9,11136.8,11210.8,11342.2,11251.4,11082.5,11056,11004,10688,10644.9,10382.6,10165,10001.7,9972.77,9952.03,10255.4,10144.1,10013.6
2014/8/19,9740.77,9617.71,9651.92,9527.78,9452.04,9347.42,9210.72,9233.79,9232.13,9083.46,9136.7,9154.37,9096.79,8994.85,9103.17,9031.58,8941.23,8924.31,8958.52,8939.72,8910,8913.05,8872.65,8947.4,8976.62,9080.79,9242.28,9375.4,9655.59,9783.84,9951.37,10173.6,10350.9,10514.9,10810.4,11057.9,11187.2,11055.1,11103.1,11295,11422.2,11600.3,11754.1,11805,11886.1,11937.7,11699.9,11450.5,11152.5,10961.4,10612.8,10494.8,10457.9,10405.8,10293.2,10330.3,10489.7,10565.8,10512,10487.6,10522,10647.4,10666.1,10646.9,10640.4,10878.4,11046.8,11317.7,11579.5,11793.7,11939.6,12007.1,11673.7,11324.2,11076.7,10897.2,10679.1,10676.2,10765.4,10874.3,11077.9,11348.7,11261.6,11038.2,10921,11020,10813.8,10611.4,10500.9,10284.1,10034,9795.14,9830.07,10206.2,10141.2,9927.83
2014/8/20,9617.92,9570.21,9442.17,9444.52,9367.51,9175.42,9188.27,9104.8,9035.94,8937.33,9041.07,8933.66,8898.82,8913.66,8860.81,8771.72,8746.21,8798.79,8758.61,8856.13,8848.11,8815.45,8838.82,8846.67,8872.23,9107.44,9213.07,9463.55,9731.76,9936.45,10169,10379.2,10468.9,10927.3,11197,11410.4,11499.7,11308.5,11355.5,11479.5,11604.1,11698.1,11822.6,11945.6,12047.5,12086.1,12073.4,11744.6,11382,11094.7,10807.5,10598.9,10575,10505.5,10552.9,10695.5,10681.2,10794.9,10839.9,10958.4,10967.2,10977.6,11027.1,11078.8,11041.7,11310.7,11574.3,11710.4,11885.5,12104.8,12195.2,12214.2,11901.4,11532.6,11458,11174.5,11134.5,10986.5,11029.3,11164.2,11373.8,11509.9,11429.3,11254.6,11178.9,10973.9,10911.1,10761,10713.3,10374.2,10233.9,10083.2,9959.47,10392.8,10251.5,10158.4
2014/8/21,9908.18,9720.41,9628.5,9589.85,9369.1,9307.13,9310.07,9164,9123.46,9116.64,9013.94,8888.76,8859.12,8887.2,8871.94,8830.16,8760.01,8771.65,8848.19,8743.31,8664.67,8699.47,8786.58,8830.62,8873.47,8977.84,9122.37,9351.55,9610.8,9795.23,10023.8,10207.6,10312.4,10663.7,11096.4,11183.4,11362.7,11253.8,11313.6,11386.5,11572.5,11747.8,11926.4,12007.3,11990.4,12033.4,12089.8,11719.9,11284.8,11076.3,10779.5,10634.2,10543.6,10546,10605.3,10735.4,10550.4,10751.7,10830.5,10844.4,10895,10892.9,10956.2,11071.2,11019,11167.5,11376.5,11682,11839.4,12117.4,12310.6,12239.9,11892.3,11590,11278.2,11140.9,10935.5,10884.1,10910.2,11039.5,11252.1,11456.2,11337.2,11199.9,11053.2,11037,10796.5,10667.2,10565.6,10348.2,10113.4,9943.69,10030.9,10351.6,10261.1,10182.6
2014/8/22,9875.42,9828.18,9778.88,9469.15,9447.43,9408.22,9232.3,9203.45,9161.68,9123,9016.39,9008.07,9016.12,8989.13,9022.57,9068.67,9059.96,8978.11,8880.04,8913.14,8950.92,8877.56,8924.67,8988.29,9092.82,9166.17,9300.47,9654.31,9840.04,9995.13,10218.1,10459.8,10689.9,11001.1,11188.6,11550.9,11446.4,11229.2,11384.7,11475.8,11693.1,11893.3,11996.6,12010.5,12151.1,12178.5,12125.8,11878.7,11435.9,11148.3,10984.4,10792.3,10605.3,10757.6,10727.3,10730.9,10656.6,10876.2,10895,10949.2,10923.8,10961.7,11106.5,11150.6,11264.8,11298.9,11620.4,11685.6,11878.6,12146.3,12424.3,12476.1,12067.8,11665.8,11548.7,11340.2,11182.4,10994,11083.5,11313.2,11480.1,11556.1,11460.6,11417.9,11145.7,11078.1,10939.8,10852.3,10735.2,10426,10228.1,10064.5,10051.9,10389.9,10372.7,10241.5
2014/8/23,9843.36,9809.4,9634.95,9680.92,9556.47,9554.52,9599.43,9475.54,9452,9302.23,9206.66,9246.05,9190.71,9070.64,9083.79,9133.04,9069.63,9047.96,9010.87,9036.95,8994.16,9077.88,9106.56,9191.48,9094.12,9292.11,9423.55,9552.25,9711.45,10020.3,10181.6,10360.6,10505.5,10819.8,11034,11290.2,11304,11204.6,11384.5,11527.5,11656.5,11703.2,11823.5,11891.3,12077.1,12097.9,12057.9,11874.9,11431.5,11186.3,10960.3,10779.8,10746.4,10839.2,10826.2,10913.5,10989.2,11016.3,10990.4,11060.7,11004.6,10906.1,10985.9,11104.4,11180.6,11186.6,11464.2,11577,11737.8,11901.4,12174.8,12164.7,11839.4,11429.3,11266,11091.1,10917.3,10877.7,10836.2,11162.8,11268.7,11351.1,11155.5,11102.1,10992.9,10891.1,10755.9,10663.5,10439.9,10113.1,9923.89,9780.32,9750.59,10131.7,10104.3,9914.08
2014/8/24,9623.43,9626.03,9581.12,9515.67,9467.08,9325.15,9262,9103.94,9146.04,9016.58,9055.92,9054.7,8914.86,8913.17,8853.44,8819.59,8739.51,8713.28,8786.48,8822.34,8791.04,8745.99,8761.93,8763.4,8961.11,8975.82,9160.85,9252.26,9493.78,9756.11,9923.54,10126,10187.9,10531,10679.1,10864.8,11086.7,10998.4,11123.5,11285.8,11399.3,11323,11200,11654,11773.4,11853,11788.2,11526.9,11245.9,11061,10772.6,10655.4,10473.3,10517.5,10540.8,10585.3,10594.2,10718,10771.4,10837.1,10808.8,10774.7,10865.4,10891.8,10846.6,11182.5,11371,11604.6,11879.7,12169.1,12335.3,12319.7,11889.9,11511.7,11353.8,11227.2,11045.1,10911.8,10977.1,11195.2,11167.3,11300.1,11136.5,11159.7,10902.7,10807.4,10710.8,10448,10289.8,10047.2,9919.73,9655.71,9613.48,9939.68,9931.76,9674.09
2014/8/25,9513.58,9388.52,9336.79,9334.5,9169.06,9196.95,9220.73,9092.46,9042.76,9014.25,8917.25,8837.14,8894.47,8782.93,8770.5,8740.87,8720.94,8736.27,8722.47,8574.06,8736.97,8693.03,8689.71,8873.1,9003.87,9064.43,9190.8,9361.79,9610.34,9953.31,10148.5,10383.1,10533.8,10753.9,11011.2,11377.8,11428.3,11264.9,11468,11522,11734.3,11822.8,11911.6,11899.1,12037.1,12096.6,11969.6,11784.6,11333.3,11204.6,10926.2,10808.3,10701.7,10768,10836,10748.2,10749.7,10895.5,10940.7,10963.3,10960.5,11058.2,11163.3,11140.1,11176,11412.3,11675.8,11906.5,12026.6,12203.1,12321,12268,11923.9,11718.7,11381.5,11175.8,11012.7,10943,10994.1,11139,11227.9,11323.2,11255.2,11121.3,10938.6,10875.4,10666.4,10432.8,10378.9,10175.6,9894.59,9762.71,9762.04,10055.1,9924.51,9804.45
2014/8/26,9549.04,9650.6,9420.61,9441.53,9294.32,9262.07,9245.23,9137.31,9199.85,9178.42,9186.19,9134.25,9110.44,9098.8,8948.62,9038.16,9010.85,8931.08,8903.89,8929.19,9029.97,8991.79,8957.41,9041.64,9127.1,9171.44,9333.33,9527.57,9603.03,10018,10280.1,10500.8,10668.4,10874.7,11139.9,11429.1,11414.2,11363.6,11482.5,11674,11757.8,11920.8,11964.3,12044.7,12058.2,12076.9,12136.3,11784.1,11429.5,11245.2,10990.9,10853.5,10744.9,10503,10562.2,10760.4,10767.6,10971.9,11048.3,11112.2,11189.2,11218.6,11233.4,11307.9,11332.1,11560.2,11545.9,11877.5,12067.6,12327.5,12493.3,12385,12035.4,11738.3,11456.4,11301,11143.1,11092.3,11095.8,11262.7,11385.9,11392.7,11312,11128.3,11010.8,10984.6,10698.6,10627.4,10554.7,10211.2,9981.2,9919.26,9943.07,10252.5,10121.3,9980.68
2014/8/27,9680.53,9573.36,9464.37,9594.48,9365.36,9371.49,9300.77,9303.76,9175.69,9215.3,9021.4,8944.17,8931.85,8872.08,8790.39,8755.2,8807.74,8792.14,8848.99,8773.02,8734.92,8778.01,8663.52,8767.6,8783.33,9021.65,9163.95,9314.84,9667.55,9886,9937.19,10078.3,10292.5,10538.2,10903.3,11220.4,11112.9,11116.6,11287.9,11295.1,11489.7,11542.4,11569.8,11692.4,11782.4,11797.2,11710,11517.7,11158,10923.2,10736.1,10551.4,10531.6,10471.7,10402.3,10537.8,10566.2,10626.2,10472.3,10699.3,10716.6,10744.4,10813.1,10877.7,10855.3,10999.2,11288.3,11535.9,11723.8,11847.9,11996.2,12069.4,11722.6,11295.5,11099.3,10968.1,10725.8,10631.8,10813.9,11101.8,11184.6,11200.1,11127.7,11022.1,10933.9,10825.5,10687,10591.5,10448.8,10214.8,10069.5,9851,9868.07,10189.2,10076.5,9933.14
2014/8/28,9779.22,9578.63,9474.6,9356.87,9300.75,9199.35,9164.52,8997.38,9016.5,9042.78,8795.18,8788.22,8802.57,8796.26,8817.34,8714.99,8756.94,8744.96,8739.84,8729.69,8811.62,8831.17,8795.6,8882.53,9008.32,9128.42,9331.35,9551.62,9728.18,9964.06,10191.5,10492.4,10569.3,10715.3,10961.5,11245,11070,10942.3,11260.8,11460.7,11631.7,11753.1,11817.7,11859.6,11864.3,12023.6,11949.8,11821.2,11474.8,11179.4,10975.2,10896.8,10751.3,10912.6,10972.4,10838.6,10875.8,10891.3,10978.7,11115.5,11059.5,11138.4,11168.4,11027.3,11250.6,11635.3,11820.3,11791.5,11877.1,12116.8,12322.8,12240.3,11958,11540.9,11414.3,11190.5,11010.4,10970.6,11074.7,11366.9,11639.7,11726.6,11609.2,11474,11316.3,11218.6,11011.5,10919.2,10652.8,10341.9,10146,9901.55,9978.96,10555,10422.7,10121.4
2014/8/29,9939.29,9860.17,9738.53,9715.52,9631.07,9533.73,9439.05,9436.7,9325.27,9289.54,9169.78,9255.65,9211.46,9212.74,9168.57,9111.26,9071.3,9107.63,9051.25,9044.47,9041.82,9077.3,9136.34,9058.98,9296.06,9279.09,9509.28,9715.99,9882.13,10154.2,10381,10569.4,10776.2,10954.4,11386.9,11699.8,11484.3,11329.2,11406.7,11730.9,11730.5,11874,11839.5,11984.3,12037.8,12014.1,11916.4,11767.6,11511.7,11323,11134.6,10870.3,10722.3,10756.9,10732.5,10849.3,10863.5,10932.9,10878.5,10951.9,11087.2,11115.4,11078.7,11129.6,11216.4,11298.2,11630.2,11806.1,11906.7,12229.2,12346.4,12218.1,11941.6,11605.2,11446.1,11165.1,11036.9,11082.8,11082.1,11284.7,11364.4,11436.5,11266.3,11196.4,11034.2,10945.8,10699.2,10453,10289.7,10080.3,9889.77,9644.84,9753.8,10088.6,10104.6,9803.53
2014/8/30,9622.29,9578.65,9464.42,9458.32,9444.05,9317.47,9307.81,9204.64,9065.71,9036.55,9045.83,8973.08,8941.34,8894.03,8806.16,8730.24,8807.15,8783.04,8852.2,8904.03,8893.48,8818.81,8859.18,8867.83,8880.12,9033.74,9281.61,9416.71,9549.11,9864.55,10094.4,10316,10442.1,10687.5,11043,11211.6,11268.9,11077.4,11215.8,11365.8,11442.9,11689.2,11671,11862.4,12037.7,12063.5,11946.5,11677.3,11251.3,11178,10975.2,10836.6,10684.7,10737.5,10761,10805.7,10852.4,10857.7,10925.3,10959,10979.2,11007.1,11064.6,11079.6,11078.9,11218.6,11459.8,11673.9,11826.4,12066,12158.3,12052.4,11701.1,11326.1,11118.6,10955.6,10840.3,10737.8,10925.7,11222.1,11416.6,11357.6,11401.4,11178.6,11042.3,10882.3,10604.3,10577,10404.8,10124.4,10011.3,9838.63,9822.61,10245.9,10149.6,9980.03
2014/8/31,9622.96,9558.35,9446.35,9488.62,9380.18,9239.61,9194.92,9156.88,9012.12,9009.2,8869.43,8824.85,8755.28,8821.66,8702.01,8809.89,8777.79,8701.33,8669.25,8740.69,8712.29,8751.93,8722.82,8838.61,8939.32,9126.75,9263.51,9463.04,9579.52,9774.42,10037.4,10260.9,10409.3,10693.5,10867.2,11163.5,11057.9,10916.1,11123.1,11298,11370.7,11489.9,11628.6,11756.9,11907.7,11968.2,11913,11718.5,11255.8,10906.8,10823.3,10675,10473.3,10579.9,10582.2,10654.6,10659.6,10841.9,10806.3,10880.1,10968.2,10992.5,11061.9,11088.7,11079.3,11364.2,11452,11679.8,11923.3,12003.4,12037.6,12083.6,11745,11344.1,11131.7,10942.6,10879.1,10874.9,10982.5,11296.7,11471.4,11596.7,11532.9,11351.8,11201.6,11090.6,10920.2,10744.6,10478.1,10257.3,10056.3,9814.55,9765.49,10249.5,10103.1,9855.54
