STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
CHM00056778,"KUNMING, CH",1999/1/1,0,53,64,46
CHM00056778,"KUNMING, CH",1999/1/2,0.63,44,56,35
CHM00056778,"KUNMING, CH",1999/1/3,0.01,43,56,36
CHM00056778,"KUNMING, CH",1999/1/4,0,46,62,34
CHM00056778,"KUNMING, CH",1999/1/5,0,49,66,38
CHM00056778,"KUNMING, CH",1999/1/6,0,47,57,40
CHM00056778,"KUNMING, CH",1999/1/7,0,50,65,41
CHM00056778,"KUNMING, CH",1999/1/8,0,53,68,42
CHM00056778,"KUNMING, CH",1999/1/9,0,52,66,44
CHM00056778,"KUNMING, CH",1999/1/10,0.54,49,58,45
CHM00056778,"KUNMING, CH",1999/1/11,1.82,35,51,29
CHM00056778,"KUNMING, CH",1999/1/12,0,35,43,28
CHM00056778,"KUNMING, CH",1999/1/13,0,47,59,39
CHM00056778,"KUNMING, CH",1999/1/14,0.06,51,61,46
CHM00056778,"KUNMING, CH",1999/1/15,0,40,55,35
CHM00056778,"KUNMING, CH",1999/1/16,0.01,47,60,41
CHM00056778,"KUNMING, CH",1999/1/17,0,51,61,47
CHM00056778,"KUNMING, CH",1999/1/18,0,51,63,44
CHM00056778,"KUNMING, CH",1999/1/19,0,51,64,42
CHM00056778,"KUNMING, CH",1999/1/20,0,50,62,41
CHM00056778,"KUNMING, CH",1999/1/21,0,53,64,43
CHM00056778,"KUNMING, CH",1999/1/22,0,53,63,46
CHM00056778,"KUNMING, CH",1999/1/23,0,53,66,42
CHM00056778,"KUNMING, CH",1999/1/24,0,51,67,39
CHM00056778,"KUNMING, CH",1999/1/25,0,51,66,42
CHM00056778,"KUNMING, CH",1999/1/26,0,54,69,43
CHM00056778,"KUNMING, CH",1999/1/27,0,55,71,42
CHM00056778,"KUNMING, CH",1999/1/28,0,54,71,43
CHM00056778,"KUNMING, CH",1999/1/29,0,56,69,45
CHM00056778,"KUNMING, CH",1999/1/30,0,56,67,48
CHM00056778,"KUNMING, CH",1999/1/31,0,57,68,46
CHM00056778,"KUNMING, CH",1999/2/1,0,56,72,42
CHM00056778,"KUNMING, CH",1999/2/2,0,51,62,43
CHM00056778,"KUNMING, CH",1999/2/3,0,50,62,44
CHM00056778,"KUNMING, CH",1999/2/4,0,54,68,47
CHM00056778,"KUNMING, CH",1999/2/5,0,57,70,48
CHM00056778,"KUNMING, CH",1999/2/6,0,58,70,49
CHM00056778,"KUNMING, CH",1999/2/7,0,58,71,49
CHM00056778,"KUNMING, CH",1999/2/8,0,56,70,44
CHM00056778,"KUNMING, CH",1999/2/9,0,58,73,45
CHM00056778,"KUNMING, CH",1999/2/10,0,60,78,46
CHM00056778,"KUNMING, CH",1999/2/11,0,58,71,49
CHM00056778,"KUNMING, CH",1999/2/12,0,61,73,54
CHM00056778,"KUNMING, CH",1999/2/13,0,60,72,52
CHM00056778,"KUNMING, CH",1999/2/14,0,59,72,51
CHM00056778,"KUNMING, CH",1999/2/15,0,58,71,47
CHM00056778,"KUNMING, CH",1999/2/16,0,58,72,46
CHM00056778,"KUNMING, CH",1999/2/17,0,61,76,49
CHM00056778,"KUNMING, CH",1999/2/18,0,53,68,50
CHM00056778,"KUNMING, CH",1999/2/19,0,58,70,51
CHM00056778,"KUNMING, CH",1999/2/20,0,57,70,45
CHM00056778,"KUNMING, CH",1999/2/21,0,52,63,45
CHM00056778,"KUNMING, CH",1999/2/22,0,55,71,44
CHM00056778,"KUNMING, CH",1999/2/23,0,61,75,49
CHM00056778,"KUNMING, CH",1999/2/24,0,60,75,46
CHM00056778,"KUNMING, CH",1999/2/25,0,62,78,51
CHM00056778,"KUNMING, CH",1999/2/26,0,64,78,52
CHM00056778,"KUNMING, CH",1999/2/27,0,61,76,50
CHM00056778,"KUNMING, CH",1999/2/28,0,62,74,51
CHM00056778,"KUNMING, CH",1999/3/1,0.04,58,68,54
CHM00056778,"KUNMING, CH",1999/3/2,0.03,55,71,48
CHM00056778,"KUNMING, CH",1999/3/3,0,56,71,44
CHM00056778,"KUNMING, CH",1999/3/4,0,59,79,45
CHM00056778,"KUNMING, CH",1999/3/5,0,63,77,51
CHM00056778,"KUNMING, CH",1999/3/6,0,63,80,53
CHM00056778,"KUNMING, CH",1999/3/7,0,62,78,49
CHM00056778,"KUNMING, CH",1999/3/8,0,63,76,52
CHM00056778,"KUNMING, CH",1999/3/9,0,66,77,56
CHM00056778,"KUNMING, CH",1999/3/10,0,66,78,55
CHM00056778,"KUNMING, CH",1999/3/11,0,60,76,45
CHM00056778,"KUNMING, CH",1999/3/12,0,64,76,55
CHM00056778,"KUNMING, CH",1999/3/13,0,67,78,56
CHM00056778,"KUNMING, CH",1999/3/14,0,64,73,54
CHM00056778,"KUNMING, CH",1999/3/15,0,58,75,45
CHM00056778,"KUNMING, CH",1999/3/16,0,63,76,53
CHM00056778,"KUNMING, CH",1999/3/17,0,63,74,55
CHM00056778,"KUNMING, CH",1999/3/18,0,64,76,56
CHM00056778,"KUNMING, CH",1999/3/19,0,66,80,54
CHM00056778,"KUNMING, CH",1999/3/20,0,64,79,52
CHM00056778,"KUNMING, CH",1999/3/21,0,61,72,53
CHM00056778,"KUNMING, CH",1999/3/22,0,61,76,46
CHM00056778,"KUNMING, CH",1999/3/23,0,65,77,55
CHM00056778,"KUNMING, CH",1999/3/24,0,63,74,53
CHM00056778,"KUNMING, CH",1999/3/25,0,64,74,55
CHM00056778,"KUNMING, CH",1999/3/26,0,64,76,53
CHM00056778,"KUNMING, CH",1999/3/27,0,62,75,51
CHM00056778,"KUNMING, CH",1999/3/28,0.02,58,66,53
CHM00056778,"KUNMING, CH",1999/3/29,0,59,72,45
CHM00056778,"KUNMING, CH",1999/3/30,0,63,78,49
CHM00056778,"KUNMING, CH",1999/3/31,0,65,78,54
CHM00056778,"KUNMING, CH",1999/4/1,0,68,81,59
CHM00056778,"KUNMING, CH",1999/4/2,0,68,80,55
CHM00056778,"KUNMING, CH",1999/4/3,0,69,82,58
CHM00056778,"KUNMING, CH",1999/4/4,0,64,81,52
CHM00056778,"KUNMING, CH",1999/4/5,0,60,74,51
CHM00056778,"KUNMING, CH",1999/4/6,0,67,80,58
CHM00056778,"KUNMING, CH",1999/4/7,0,68,80,61
CHM00056778,"KUNMING, CH",1999/4/8,0,66,79,58
CHM00056778,"KUNMING, CH",1999/4/9,0,67,79,57
CHM00056778,"KUNMING, CH",1999/4/10,0,65,77,59
CHM00056778,"KUNMING, CH",1999/4/11,0,66,82,54
CHM00056778,"KUNMING, CH",1999/4/12,0,70,86,55
CHM00056778,"KUNMING, CH",1999/4/13,0,71,85,58
CHM00056778,"KUNMING, CH",1999/4/14,0,74,87,64
CHM00056778,"KUNMING, CH",1999/4/15,0,68,79,64
CHM00056778,"KUNMING, CH",1999/4/16,0,71,83,62
CHM00056778,"KUNMING, CH",1999/4/17,0,72,84,61
CHM00056778,"KUNMING, CH",1999/4/18,0,71,85,60
CHM00056778,"KUNMING, CH",1999/4/19,0,71,83,62
CHM00056778,"KUNMING, CH",1999/4/20,0,71,83,61
CHM00056778,"KUNMING, CH",1999/4/21,0,72,81,62
CHM00056778,"KUNMING, CH",1999/4/22,0,72,83,60
CHM00056778,"KUNMING, CH",1999/4/23,0,74,87,63
CHM00056778,"KUNMING, CH",1999/4/24,0,75,85,68
CHM00056778,"KUNMING, CH",1999/4/25,0,74,86,66
CHM00056778,"KUNMING, CH",1999/4/26,0,66,79,62
CHM00056778,"KUNMING, CH",1999/4/27,0.02,56,64,52
CHM00056778,"KUNMING, CH",1999/4/28,0,55,63,50
CHM00056778,"KUNMING, CH",1999/4/29,0.05,55,60,52
CHM00056778,"KUNMING, CH",1999/4/30,0.06,60,71,53
CHM00056778,"KUNMING, CH",1999/5/1,0,68,80,59
CHM00056778,"KUNMING, CH",1999/5/2,0,69,82,58
CHM00056778,"KUNMING, CH",1999/5/3,0,71,83,59
CHM00056778,"KUNMING, CH",1999/5/4,0,60,77,57
CHM00056778,"KUNMING, CH",1999/5/5,0.02,56,60,53
CHM00056778,"KUNMING, CH",1999/5/6,0.06,57,61,54
CHM00056778,"KUNMING, CH",1999/5/7,4.41,58,60,56
CHM00056778,"KUNMING, CH",1999/5/8,0.54,55,60,51
CHM00056778,"KUNMING, CH",1999/5/9,0,58,72,45
CHM00056778,"KUNMING, CH",1999/5/10,0,63,75,52
CHM00056778,"KUNMING, CH",1999/5/11,0,64,72,56
CHM00056778,"KUNMING, CH",1999/5/12,0,63,72,55
CHM00056778,"KUNMING, CH",1999/5/13,0,63,72,56
CHM00056778,"KUNMING, CH",1999/5/14,0,67,79,59
CHM00056778,"KUNMING, CH",1999/5/15,0,69,80,60
CHM00056778,"KUNMING, CH",1999/5/16,0,70,80,60
CHM00056778,"KUNMING, CH",1999/5/17,0,70,79,61
CHM00056778,"KUNMING, CH",1999/5/18,0.35,63,74,53
CHM00056778,"KUNMING, CH",1999/5/19,0,65,72,60
CHM00056778,"KUNMING, CH",1999/5/20,0,64,70,60
CHM00056778,"KUNMING, CH",1999/5/21,0.11,64,67,62
CHM00056778,"KUNMING, CH",1999/5/22,0.15,66,74,61
CHM00056778,"KUNMING, CH",1999/5/23,0.16,65,72,62
CHM00056778,"KUNMING, CH",1999/5/24,0.14,66,72,62
CHM00056778,"KUNMING, CH",1999/5/25,0,70,79,64
CHM00056778,"KUNMING, CH",1999/5/26,0.93,60,72,54
CHM00056778,"KUNMING, CH",1999/5/27,0.47,55,60,51
CHM00056778,"KUNMING, CH",1999/5/28,0.27,62,71,57
CHM00056778,"KUNMING, CH",1999/5/29,0.19,64,71,57
CHM00056778,"KUNMING, CH",1999/5/30,0.22,68,78,64
CHM00056778,"KUNMING, CH",1999/5/31,0.21,68,76,64
CHM00056778,"KUNMING, CH",1999/6/1,0,69,77,62
CHM00056778,"KUNMING, CH",1999/6/2,0,72,80,66
CHM00056778,"KUNMING, CH",1999/6/3,0.03,72,82,65
CHM00056778,"KUNMING, CH",1999/6/4,0.01,70,78,67
CHM00056778,"KUNMING, CH",1999/6/5,0,71,81,62
CHM00056778,"KUNMING, CH",1999/6/6,0.44,69,84,55
CHM00056778,"KUNMING, CH",1999/6/7,1.82,68,77,53
CHM00056778,"KUNMING, CH",1999/6/8,0.31,71,81,64
CHM00056778,"KUNMING, CH",1999/6/9,0.16,72,81,64
CHM00056778,"KUNMING, CH",1999/6/10,2.89,68,76,59
CHM00056778,"KUNMING, CH",1999/6/11,0.29,71,80,66
CHM00056778,"KUNMING, CH",1999/6/12,0.11,71,80,67
CHM00056778,"KUNMING, CH",1999/6/13,0,71,78,69
CHM00056778,"KUNMING, CH",1999/6/14,0,71,79,67
CHM00056778,"KUNMING, CH",1999/6/15,0,72,80,66
CHM00056778,"KUNMING, CH",1999/6/16,0,72,81,65
CHM00056778,"KUNMING, CH",1999/6/17,0.71,67,76,64
CHM00056778,"KUNMING, CH",1999/6/18,0.23,70,79,63
CHM00056778,"KUNMING, CH",1999/6/19,0,72,80,66
CHM00056778,"KUNMING, CH",1999/6/20,0,71,79,65
CHM00056778,"KUNMING, CH",1999/6/21,0,73,80,68
CHM00056778,"KUNMING, CH",1999/6/22,0,72,80,67
CHM00056778,"KUNMING, CH",1999/6/23,0,71,78,67
CHM00056778,"KUNMING, CH",1999/6/24,0,71,81,66
CHM00056778,"KUNMING, CH",1999/6/25,0,72,80,67
CHM00056778,"KUNMING, CH",1999/6/26,0.07,71,81,67
CHM00056778,"KUNMING, CH",1999/6/27,0.01,70,78,66
CHM00056778,"KUNMING, CH",1999/6/28,0,71,81,65
CHM00056778,"KUNMING, CH",1999/6/29,0,72,83,67
CHM00056778,"KUNMING, CH",1999/6/30,0,72,81,65
CHM00056778,"KUNMING, CH",1999/7/1,0,73,80,68
CHM00056778,"KUNMING, CH",1999/7/2,1.46,66,78,63
CHM00056778,"KUNMING, CH",1999/7/3,0.24,67,71,65
CHM00056778,"KUNMING, CH",1999/7/4,0,71,80,65
CHM00056778,"KUNMING, CH",1999/7/5,0,72,85,65
CHM00056778,"KUNMING, CH",1999/7/6,0,73,81,66
CHM00056778,"KUNMING, CH",1999/7/7,0.01,73,81,67
CHM00056778,"KUNMING, CH",1999/7/8,0.11,71,81,67
CHM00056778,"KUNMING, CH",1999/7/9,0.49,67,74,65
CHM00056778,"KUNMING, CH",1999/7/10,1.64,67,73,63
CHM00056778,"KUNMING, CH",1999/7/11,0.33,67,71,64
CHM00056778,"KUNMING, CH",1999/7/12,0.03,69,75,64
CHM00056778,"KUNMING, CH",1999/7/13,0,71,79,65
CHM00056778,"KUNMING, CH",1999/7/14,0,71,78,68
CHM00056778,"KUNMING, CH",1999/7/15,0.48,69,76,67
CHM00056778,"KUNMING, CH",1999/7/16,0.6,65,72,62
CHM00056778,"KUNMING, CH",1999/7/17,0.05,66,74,62
CHM00056778,"KUNMING, CH",1999/7/18,0.57,62,66,59
CHM00056778,"KUNMING, CH",1999/7/19,0.36,66,74,62
CHM00056778,"KUNMING, CH",1999/7/20,0.04,65,76,62
CHM00056778,"KUNMING, CH",1999/7/21,0.02,69,78,63
CHM00056778,"KUNMING, CH",1999/7/22,0,69,78,61
CHM00056778,"KUNMING, CH",1999/7/23,1.99,68,81,63
CHM00056778,"KUNMING, CH",1999/7/24,0.3,68,77,63
CHM00056778,"KUNMING, CH",1999/7/25,0.75,69,78,63
CHM00056778,"KUNMING, CH",1999/7/26,0.57,68,74,65
CHM00056778,"KUNMING, CH",1999/7/27,0.14,69,80,62
CHM00056778,"KUNMING, CH",1999/7/28,0.27,69,80,63
CHM00056778,"KUNMING, CH",1999/7/29,0.57,67,75,62
CHM00056778,"KUNMING, CH",1999/7/30,0,72,80,65
CHM00056778,"KUNMING, CH",1999/7/31,0,72,81,65
CHM00056778,"KUNMING, CH",1999/8/1,0.8,67,74,61
CHM00056778,"KUNMING, CH",1999/8/2,0.1,69,79,63
CHM00056778,"KUNMING, CH",1999/8/3,0.28,69,78,65
CHM00056778,"KUNMING, CH",1999/8/4,0.04,69,80,64
CHM00056778,"KUNMING, CH",1999/8/5,0.17,72,81,65
CHM00056778,"KUNMING, CH",1999/8/6,3.46,69,80,62
CHM00056778,"KUNMING, CH",1999/8/7,0.01,70,81,63
CHM00056778,"KUNMING, CH",1999/8/8,0,71,82,63
CHM00056778,"KUNMING, CH",1999/8/9,0,71,82,66
CHM00056778,"KUNMING, CH",1999/8/10,2.26,67,78,62
CHM00056778,"KUNMING, CH",1999/8/11,0.51,67,77,64
CHM00056778,"KUNMING, CH",1999/8/12,0.23,67,72,64
CHM00056778,"KUNMING, CH",1999/8/13,0.96,69,78,63
CHM00056778,"KUNMING, CH",1999/8/14,0.07,68,75,65
CHM00056778,"KUNMING, CH",1999/8/15,1.31,67,76,64
CHM00056778,"KUNMING, CH",1999/8/16,0.15,67,76,64
CHM00056778,"KUNMING, CH",1999/8/17,0.68,64,68,63
CHM00056778,"KUNMING, CH",1999/8/18,0.32,65,73,60
CHM00056778,"KUNMING, CH",1999/8/19,0.07,68,76,63
CHM00056778,"KUNMING, CH",1999/8/20,0,68,76,64
CHM00056778,"KUNMING, CH",1999/8/21,1.15,67,73,62
CHM00056778,"KUNMING, CH",1999/8/22,0.23,61,69,58
CHM00056778,"KUNMING, CH",1999/8/23,0,66,76,59
CHM00056778,"KUNMING, CH",1999/8/24,0.08,64,71,62
CHM00056778,"KUNMING, CH",1999/8/25,0.54,64,69,62
CHM00056778,"KUNMING, CH",1999/8/26,0.04,65,72,61
CHM00056778,"KUNMING, CH",1999/8/27,0.29,65,71,62
CHM00056778,"KUNMING, CH",1999/8/28,0.42,65,70,63
CHM00056778,"KUNMING, CH",1999/8/29,0.15,67,76,63
CHM00056778,"KUNMING, CH",1999/8/30,0.45,65,76,61
CHM00056778,"KUNMING, CH",1999/8/31,0.03,65,71,62
CHM00056778,"KUNMING, CH",1999/9/1,0,65,72,62
CHM00056778,"KUNMING, CH",1999/9/2,0.66,65,75,61
CHM00056778,"KUNMING, CH",1999/9/3,1.56,64,67,62
CHM00056778,"KUNMING, CH",1999/9/4,0.01,66,74,61
CHM00056778,"KUNMING, CH",1999/9/5,0.01,69,78,64
CHM00056778,"KUNMING, CH",1999/9/6,0.31,68,75,64
CHM00056778,"KUNMING, CH",1999/9/7,0,67,79,59
CHM00056778,"KUNMING, CH",1999/9/8,0,69,80,63
CHM00056778,"KUNMING, CH",1999/9/9,0,71,80,63
CHM00056778,"KUNMING, CH",1999/9/10,0,72,81,65
CHM00056778,"KUNMING, CH",1999/9/11,0,72,82,64
CHM00056778,"KUNMING, CH",1999/9/12,0.04,70,80,65
CHM00056778,"KUNMING, CH",1999/9/13,0.56,70,79,63
CHM00056778,"KUNMING, CH",1999/9/14,0,69,78,65
CHM00056778,"KUNMING, CH",1999/9/15,0,66,74,62
CHM00056778,"KUNMING, CH",1999/9/16,0,67,76,61
CHM00056778,"KUNMING, CH",1999/9/17,0,67,78,61
CHM00056778,"KUNMING, CH",1999/9/18,0,68,81,60
CHM00056778,"KUNMING, CH",1999/9/19,0.67,62,72,59
CHM00056778,"KUNMING, CH",1999/9/20,0.34,64,73,58
CHM00056778,"KUNMING, CH",1999/9/21,0,65,74,57
CHM00056778,"KUNMING, CH",1999/9/22,0.12,62,69,58
CHM00056778,"KUNMING, CH",1999/9/23,0.2,61,71,56
CHM00056778,"KUNMING, CH",1999/9/24,0,64,74,56
CHM00056778,"KUNMING, CH",1999/9/25,0,65,75,56
CHM00056778,"KUNMING, CH",1999/9/26,0,65,78,56
CHM00056778,"KUNMING, CH",1999/9/27,0,68,79,61
CHM00056778,"KUNMING, CH",1999/9/28,0.11,68,78,64
CHM00056778,"KUNMING, CH",1999/9/29,0.25,65,74,59
CHM00056778,"KUNMING, CH",1999/9/30,0,64,71,60
CHM00056778,"KUNMING, CH",1999/10/1,0,67,76,61
CHM00056778,"KUNMING, CH",1999/10/2,0,67,78,61
CHM00056778,"KUNMING, CH",1999/10/3,0,66,75,59
CHM00056778,"KUNMING, CH",1999/10/4,0,66,77,58
CHM00056778,"KUNMING, CH",1999/10/5,0,67,77,60
CHM00056778,"KUNMING, CH",1999/10/6,0,67,76,61
CHM00056778,"KUNMING, CH",1999/10/7,0,67,76,62
CHM00056778,"KUNMING, CH",1999/10/8,0,69,81,63
CHM00056778,"KUNMING, CH",1999/10/9,0,68,79,61
CHM00056778,"KUNMING, CH",1999/10/10,0,68,80,61
CHM00056778,"KUNMING, CH",1999/10/11,0.45,63,72,57
CHM00056778,"KUNMING, CH",1999/10/12,0.17,65,72,61
CHM00056778,"KUNMING, CH",1999/10/13,0.26,64,71,60
CHM00056778,"KUNMING, CH",1999/10/14,0.05,64,72,59
CHM00056778,"KUNMING, CH",1999/10/15,0,66,73,62
CHM00056778,"KUNMING, CH",1999/10/16,0,59,68,55
CHM00056778,"KUNMING, CH",1999/10/17,0.01,52,56,51
CHM00056778,"KUNMING, CH",1999/10/18,0,56,65,50
CHM00056778,"KUNMING, CH",1999/10/19,0,60,71,52
CHM00056778,"KUNMING, CH",1999/10/20,0,62,73,51
CHM00056778,"KUNMING, CH",1999/10/21,0.02,63,70,58
CHM00056778,"KUNMING, CH",1999/10/22,0,65,74,60
CHM00056778,"KUNMING, CH",1999/10/23,0,62,70,57
CHM00056778,"KUNMING, CH",1999/10/24,0,63,69,59
CHM00056778,"KUNMING, CH",1999/10/25,0,65,74,59
CHM00056778,"KUNMING, CH",1999/10/26,0.45,61,67,58
CHM00056778,"KUNMING, CH",1999/10/27,0.81,56,60,54
CHM00056778,"KUNMING, CH",1999/10/28,0.02,58,60,56
CHM00056778,"KUNMING, CH",1999/10/29,0,58,64,54
CHM00056778,"KUNMING, CH",1999/10/30,1.68,58,61,56
CHM00056778,"KUNMING, CH",1999/10/31,1.54,57,60,55
CHM00056778,"KUNMING, CH",1999/11/1,0.62,52,57,49
CHM00056778,"KUNMING, CH",1999/11/2,0.63,49,53,45
CHM00056778,"KUNMING, CH",1999/11/3,0.18,52,55,49
CHM00056778,"KUNMING, CH",1999/11/4,0.21,55,60,52
CHM00056778,"KUNMING, CH",1999/11/5,0,61,72,56
CHM00056778,"KUNMING, CH",1999/11/6,0.04,60,70,53
CHM00056778,"KUNMING, CH",1999/11/7,0,61,69,56
CHM00056778,"KUNMING, CH",1999/11/8,0,62,72,56
CHM00056778,"KUNMING, CH",1999/11/9,0,62,73,54
CHM00056778,"KUNMING, CH",1999/11/10,0.06,61,70,56
CHM00056778,"KUNMING, CH",1999/11/11,0,58,71,49
CHM00056778,"KUNMING, CH",1999/11/12,0,57,70,48
CHM00056778,"KUNMING, CH",1999/11/13,0,55,70,46
CHM00056778,"KUNMING, CH",1999/11/14,0,56,69,46
CHM00056778,"KUNMING, CH",1999/11/15,0,57,66,52
CHM00056778,"KUNMING, CH",1999/11/16,0,55,67,48
CHM00056778,"KUNMING, CH",1999/11/17,0,52,61,47
CHM00056778,"KUNMING, CH",1999/11/18,0,54,66,49
CHM00056778,"KUNMING, CH",1999/11/19,0,52,62,45
CHM00056778,"KUNMING, CH",1999/11/20,0,52,63,45
CHM00056778,"KUNMING, CH",1999/11/21,0,52,65,43
CHM00056778,"KUNMING, CH",1999/11/22,0,54,68,44
CHM00056778,"KUNMING, CH",1999/11/23,0,55,70,45
CHM00056778,"KUNMING, CH",1999/11/24,0,53,65,44
CHM00056778,"KUNMING, CH",1999/11/25,0,54,68,45
CHM00056778,"KUNMING, CH",1999/11/26,0,56,72,46
CHM00056778,"KUNMING, CH",1999/11/27,0,56,72,47
CHM00056778,"KUNMING, CH",1999/11/28,0,47,61,42
CHM00056778,"KUNMING, CH",1999/11/29,0.23,47,49,44
CHM00056778,"KUNMING, CH",1999/11/30,0,53,66,45
CHM00056778,"KUNMING, CH",1999/12/1,0,50,63,41
CHM00056778,"KUNMING, CH",1999/12/2,0,49,63,41
CHM00056778,"KUNMING, CH",1999/12/3,0,50,64,41
CHM00056778,"KUNMING, CH",1999/12/4,0,51,62,42
CHM00056778,"KUNMING, CH",1999/12/5,0,49,54,47
CHM00056778,"KUNMING, CH",1999/12/6,0.05,47,49,45
CHM00056778,"KUNMING, CH",1999/12/7,0.01,49,57,43
CHM00056778,"KUNMING, CH",1999/12/8,0,51,60,47
CHM00056778,"KUNMING, CH",1999/12/9,0,50,60,45
CHM00056778,"KUNMING, CH",1999/12/10,0,54,69,44
CHM00056778,"KUNMING, CH",1999/12/11,0,56,67,51
CHM00056778,"KUNMING, CH",1999/12/12,0,55,66,45
CHM00056778,"KUNMING, CH",1999/12/13,0,55,66,50
CHM00056778,"KUNMING, CH",1999/12/14,0.04,45,59,40
CHM00056778,"KUNMING, CH",1999/12/15,0.01,49,63,41
CHM00056778,"KUNMING, CH",1999/12/16,0,53,66,44
CHM00056778,"KUNMING, CH",1999/12/17,0.07,49,55,45
CHM00056778,"KUNMING, CH",1999/12/18,0.24,50,58,44
CHM00056778,"KUNMING, CH",1999/12/19,0,47,53,44
CHM00056778,"KUNMING, CH",1999/12/20,0,46,50,44
CHM00056778,"KUNMING, CH",1999/12/21,0,39,46,34
CHM00056778,"KUNMING, CH",1999/12/22,0,36,44,29
CHM00056778,"KUNMING, CH",1999/12/23,0,36,47,29
CHM00056778,"KUNMING, CH",1999/12/24,0,37,49,29
CHM00056778,"KUNMING, CH",1999/12/25,0,38,53,28
CHM00056778,"KUNMING, CH",1999/12/26,0,39,53,29
CHM00056778,"KUNMING, CH",1999/12/27,0,41,56,30
CHM00056778,"KUNMING, CH",1999/12/28,0,42,56,33
CHM00056778,"KUNMING, CH",1999/12/29,0,43,58,33
CHM00056778,"KUNMING, CH",1999/12/30,0,46,67,35
CHM00056778,"KUNMING, CH",1999/12/31,0,47,65,35
CHM00056778,"KUNMING, CH",2000/1/1,0,48,66,36
CHM00056778,"KUNMING, CH",2000/1/2,0,47,65,35
CHM00056778,"KUNMING, CH",2000/1/3,0,51,67,40
CHM00056778,"KUNMING, CH",2000/1/4,0,51,65,39
CHM00056778,"KUNMING, CH",2000/1/5,0,51,67,38
CHM00056778,"KUNMING, CH",2000/1/6,0,52,68,39
CHM00056778,"KUNMING, CH",2000/1/7,0,52,61,47
CHM00056778,"KUNMING, CH",2000/1/8,0,51,67,42
CHM00056778,"KUNMING, CH",2000/1/9,0,51,66,39
CHM00056778,"KUNMING, CH",2000/1/10,0,53,66,40
CHM00056778,"KUNMING, CH",2000/1/11,0,54,67,44
CHM00056778,"KUNMING, CH",2000/1/12,0,53,67,41
CHM00056778,"KUNMING, CH",2000/1/13,0,52,68,43
CHM00056778,"KUNMING, CH",2000/1/14,0,53,63,43
CHM00056778,"KUNMING, CH",2000/1/15,0,53,65,44
CHM00056778,"KUNMING, CH",2000/1/16,0,53,66,42
CHM00056778,"KUNMING, CH",2000/1/17,0,52,65,41
CHM00056778,"KUNMING, CH",2000/1/18,0,44,56,38
CHM00056778,"KUNMING, CH",2000/1/19,0,42,53,37
CHM00056778,"KUNMING, CH",2000/1/20,0.09,49,56,46
CHM00056778,"KUNMING, CH",2000/1/21,0,51,59,45
CHM00056778,"KUNMING, CH",2000/1/22,0.02,48,59,41
CHM00056778,"KUNMING, CH",2000/1/23,0,47,61,39
CHM00056778,"KUNMING, CH",2000/1/24,0,49,63,40
CHM00056778,"KUNMING, CH",2000/1/25,0.05,47,54,43
CHM00056778,"KUNMING, CH",2000/1/26,0,43,48,39
CHM00056778,"KUNMING, CH",2000/1/27,0.01,39,44,36
CHM00056778,"KUNMING, CH",2000/1/28,0,50,61,42
CHM00056778,"KUNMING, CH",2000/1/29,0.02,46,58,39
CHM00056778,"KUNMING, CH",2000/1/30,1.15,31,40,29
CHM00056778,"KUNMING, CH",2000/1/31,0.05,31,36,29
CHM00056778,"KUNMING, CH",2000/2/1,0,40,48,34
CHM00056778,"KUNMING, CH",2000/2/2,0,47,58,39
CHM00056778,"KUNMING, CH",2000/2/3,0,47,59,37
CHM00056778,"KUNMING, CH",2000/2/4,0,51,62,42
CHM00056778,"KUNMING, CH",2000/2/5,0,52,63,41
CHM00056778,"KUNMING, CH",2000/2/6,0,51,65,42
CHM00056778,"KUNMING, CH",2000/2/7,0.04,48,59,40
CHM00056778,"KUNMING, CH",2000/2/8,0.17,46,60,39
CHM00056778,"KUNMING, CH",2000/2/9,0,48,61,39
CHM00056778,"KUNMING, CH",2000/2/10,0,50,61,41
CHM00056778,"KUNMING, CH",2000/2/11,0,51,66,41
CHM00056778,"KUNMING, CH",2000/2/12,0,54,71,43
CHM00056778,"KUNMING, CH",2000/2/13,0,58,75,45
CHM00056778,"KUNMING, CH",2000/2/14,0,59,75,45
CHM00056778,"KUNMING, CH",2000/2/15,0,58,71,47
CHM00056778,"KUNMING, CH",2000/2/16,0,59,71,51
CHM00056778,"KUNMING, CH",2000/2/17,0,56,70,44
CHM00056778,"KUNMING, CH",2000/2/18,0,57,70,48
CHM00056778,"KUNMING, CH",2000/2/19,0,57,69,47
CHM00056778,"KUNMING, CH",2000/2/20,0,56,70,46
CHM00056778,"KUNMING, CH",2000/2/21,0,59,70,49
CHM00056778,"KUNMING, CH",2000/2/22,0,58,70,48
CHM00056778,"KUNMING, CH",2000/2/23,0,58,71,47
CHM00056778,"KUNMING, CH",2000/2/24,0,58,72,46
CHM00056778,"KUNMING, CH",2000/2/25,0,45,64,40
CHM00056778,"KUNMING, CH",2000/2/26,0.15,35,40,34
CHM00056778,"KUNMING, CH",2000/2/27,0.54,41,45,35
CHM00056778,"KUNMING, CH",2000/2/28,0,45,60,34
CHM00056778,"KUNMING, CH",2000/2/29,0.01,43,54,40
CHM00056778,"KUNMING, CH",2000/3/1,0,45,51,42
CHM00056778,"KUNMING, CH",2000/3/2,0.34,49,56,44
